,0
<http://dbpedia.org/resource/Uttar_Pradesh>,47
<http://dbpedia.org/resource/Schutzstaffel>,47
<http://dbpedia.org/resource/Karl_Marx>,46
<http://dbpedia.org/resource/Tiny_Toon_Adventures>,46
<http://dbpedia.org/resource/Royal_Academy_of_Dramatic_Art>,46
<http://dbpedia.org/resource/Walter_Murphy>,46
<http://dbpedia.org/resource/Kanye_West>,46
<http://dbpedia.org/resource/Sport>,46
<http://dbpedia.org/resource/47th_state_of_the_union>,46
<http://dbpedia.org/resource/Michael_Kamen>,46
<http://dbpedia.org/resource/American_English>,46
<http://dbpedia.org/resource/Alice_Cooper>,46
<http://dbpedia.org/resource/Gorillaz>,46
<http://dbpedia.org/resource/The_Band>,46
<http://dbpedia.org/resource/Pop_punk>,46
<http://dbpedia.org/resource/Steven_Soderbergh>,46
<http://dbpedia.org/resource/Liberty_Records>,46
<http://dbpedia.org/resource/529_plan>,46
<http://dbpedia.org/resource/Billy_Preston>,46
<http://dbpedia.org/resource/Russian_language>,46
<http://dbpedia.org/resource/David_Bowie>,46
<http://dbpedia.org/resource/Vladimir_Nabokov>,46
<http://dbpedia.org/resource/Phish>,46
<http://dbpedia.org/resource/Jerry_Bruckheimer>,46
<http://dbpedia.org/resource/Charles_Mingus>,46
<http://dbpedia.org/resource/Vancouver>,46
<http://dbpedia.org/resource/Social_Democratic_Party_of_Germany>,46
<http://dbpedia.org/resource/British_Indian>,46
<http://dbpedia.org/resource/Indigenous_peoples_of_the_Americas>,46
<http://dbpedia.org/resource/George_Clinton_(musician)>,46
<http://dbpedia.org/resource/World_music>,46
<http://dbpedia.org/resource/Syriana>,46
<http://dbpedia.org/resource/Gilles_Deleuze>,45
<http://dbpedia.org/resource/Trance_music>,45
<http://dbpedia.org/resource/Michael_Sembello>,45
<http://dbpedia.org/resource/Gottfried_Wilhelm_Leibniz>,45
<http://dbpedia.org/resource/University_of_London>,45
<http://dbpedia.org/resource/Ska>,45
<http://dbpedia.org/resource/Neal_Stephenson>,45
<http://dbpedia.org/resource/Jazz-funk>,45
<http://dbpedia.org/resource/Television_Academy>,45
<http://dbpedia.org/resource/Talking_Heads>,45
<http://dbpedia.org/resource/Julie_Delpy>,45
<http://dbpedia.org/resource/Pink_Floyd>,45
"<http://dbpedia.org/resource/Good_Night,_and_Good_Luck>",45
"<http://dbpedia.org/resource/Flushing,_Queens>",45
<http://dbpedia.org/resource/Kim_Carnes>,45
"<http://dbpedia.org/resource/New_Haven,_Connecticut>",45
<http://dbpedia.org/resource/Television>,45
<http://dbpedia.org/resource/Donna_Summer>,45
<http://dbpedia.org/resource/Andrew_Jackson>,45
<http://dbpedia.org/resource/The_Doors>,45
<http://dbpedia.org/resource/Eric_Fellner>,45
<http://dbpedia.org/resource/Roy_Wood>,45
<http://dbpedia.org/resource/Steve_Earle>,45
<http://dbpedia.org/resource/Rajesh_Khanna>,45
<http://dbpedia.org/resource/Dave_Grohl>,45
<http://dbpedia.org/resource/Malaysia>,45
<http://dbpedia.org/resource/Dream_Theater>,45
<http://dbpedia.org/resource/Square_Enix>,45
"<http://dbpedia.org/resource/Austin,_Texas>",45
<http://dbpedia.org/resource/Sitcom>,45
<http://dbpedia.org/resource/Dutch_Americans>,45
<http://dbpedia.org/resource/Steven_Wilson>,45
<http://dbpedia.org/resource/Rob_Zombie>,45
<http://dbpedia.org/resource/Hindi>,45
<http://dbpedia.org/resource/Russian_Empire>,45
<http://dbpedia.org/resource/Keith_Jarrett>,45
"<http://dbpedia.org/resource/Culver_City,_California>",45
<http://dbpedia.org/resource/Turkey>,45
<http://dbpedia.org/resource/Tom_Cruise>,45
"<http://dbpedia.org/resource/Cambridge,_Massachusetts>",44
<http://dbpedia.org/resource/Ilaiyaraaja>,44
<http://dbpedia.org/resource/Terence_Blanchard>,44
<http://dbpedia.org/resource/Karl_Popper>,44
<http://dbpedia.org/resource/Eddie_Murphy>,44
<http://dbpedia.org/resource/Copenhagen>,44
<http://dbpedia.org/resource/Post-bop>,44
<http://dbpedia.org/resource/Kolkata>,44
<http://dbpedia.org/resource/Will.i.am>,44
<http://dbpedia.org/resource/The_Who>,44
<http://dbpedia.org/resource/Edmund_Husserl>,44
<http://dbpedia.org/resource/Luther_Vandross>,44
<http://dbpedia.org/resource/Dev_Anand>,44
<http://dbpedia.org/resource/Mariah_Carey>,44
"<http://dbpedia.org/resource/Toledo,_Ohio>",44
<http://dbpedia.org/resource/Nottingham>,44
<http://dbpedia.org/resource/Industrial_rock>,44
<http://dbpedia.org/resource/Lenny_Bruce>,44
<http://dbpedia.org/resource/Ragga>,44
<http://dbpedia.org/resource/Malaysian_Americans>,44
<http://dbpedia.org/resource/North_Dakota>,44
<http://dbpedia.org/resource/Joe_Satriani>,44
<http://dbpedia.org/resource/Black_Sabbath>,44
<http://dbpedia.org/resource/John_Stuart_Mill>,44
<http://dbpedia.org/resource/Leo_Strauss>,44
<http://dbpedia.org/resource/Eagles_(band)>,44
<http://dbpedia.org/resource/DreamWorks_Animation>,44
<http://dbpedia.org/resource/Beastie_Boys>,44
<http://dbpedia.org/resource/Billie_Holiday>,44
<http://dbpedia.org/resource/Duran_Duran>,44
<http://dbpedia.org/resource/T-Pain>,44
<http://dbpedia.org/resource/Mark_Mothersbaugh>,44
"<http://dbpedia.org/resource/San_Jose,_California>",44
<http://dbpedia.org/resource/Montreal>,43
<http://dbpedia.org/resource/Ron_Howard>,43
<http://dbpedia.org/resource/Eddie_Vedder>,43
<http://dbpedia.org/resource/Noise_rock>,43
<http://dbpedia.org/resource/Dave_Matthews_Band>,43
<http://dbpedia.org/resource/Parlophone>,43
<http://dbpedia.org/resource/Swing_music>,43
<http://dbpedia.org/resource/Martin_Scorsese>,43
<http://dbpedia.org/resource/Dancehall>,43
<http://dbpedia.org/resource/Forward_(association_football)>,43
<http://dbpedia.org/resource/Vermont>,43
<http://dbpedia.org/resource/California_University_of_Pennsylvania>,43
<http://dbpedia.org/resource/Desperate_Housewives>,43
<http://dbpedia.org/resource/Plato>,43
<http://dbpedia.org/resource/Funk_rock>,43
<http://dbpedia.org/resource/Melvins>,43
<http://dbpedia.org/resource/John_Cale>,43
<http://dbpedia.org/resource/Grindhouse_(film)>,43
<http://dbpedia.org/resource/Frontiers_Records>,43
<http://dbpedia.org/resource/Kansas>,43
<http://dbpedia.org/resource/Tom_Petty_and_the_Heartbreakers>,43
<http://dbpedia.org/resource/Minneapolis>,43
<http://dbpedia.org/resource/Douglas_Slocombe>,43
<http://dbpedia.org/resource/Drama>,43
<http://dbpedia.org/resource/Meat_Loaf>,43
<http://dbpedia.org/resource/Christopher_Hitchens>,43
<http://dbpedia.org/resource/Lucky_Numbers>,43
<http://dbpedia.org/resource/Francis_Ford_Coppola>,43
<http://dbpedia.org/resource/Singapore>,43
"<http://dbpedia.org/resource/Malibu,_California>",43
<http://dbpedia.org/resource/Elmer_Bernstein>,43
<http://dbpedia.org/resource/Television_director>,43
<http://dbpedia.org/resource/Academy_of_Motion_Picture_Arts_and_Sciences>,43
<http://dbpedia.org/resource/Motown>,43
<http://dbpedia.org/resource/Robert_Surtees_(cinematographer)>,43
<http://dbpedia.org/resource/Dionne_Warwick>,43
<http://dbpedia.org/resource/True_North_trilogy>,43
<http://dbpedia.org/resource/Allan_Holdsworth>,43
<http://dbpedia.org/resource/The_Wings_of_the_Dove_(1997_film)>,42
<http://dbpedia.org/resource/Post-rock>,42
<http://dbpedia.org/resource/Bruce_Springsteen>,42
<http://dbpedia.org/resource/Germans>,42
<http://dbpedia.org/resource/Porcupine_Tree>,42
<http://dbpedia.org/resource/Liam_Neeson>,42
<http://dbpedia.org/resource/Little_Richard>,42
<http://dbpedia.org/resource/The_Simpsons>,42
<http://dbpedia.org/resource/PJ_Harvey>,42
<http://dbpedia.org/resource/Mute_Records>,42
<http://dbpedia.org/resource/Britpop>,42
<http://dbpedia.org/resource/Javanese_people>,42
<http://dbpedia.org/resource/Southern_rock>,42
<http://dbpedia.org/resource/Vienna>,42
"<http://dbpedia.org/resource/Palo_Alto,_California>",42
<http://dbpedia.org/resource/Wayne_Shorter>,42
<http://dbpedia.org/resource/Punjabi_language>,42
<http://dbpedia.org/resource/Comcast>,42
<http://dbpedia.org/resource/Cleopatra_Records>,42
<http://dbpedia.org/resource/Conservative_Party_(UK)>,42
<http://dbpedia.org/resource/Grunge>,42
<http://dbpedia.org/resource/David_Gilmour>,42
<http://dbpedia.org/resource/Sylvester_Stallone>,42
<http://dbpedia.org/resource/Ireland>,42
<http://dbpedia.org/resource/Downtempo>,42
<http://dbpedia.org/resource/Omarion>,42
<http://dbpedia.org/resource/Ed_O'Neill>,42
<http://dbpedia.org/resource/David_A._Stewart>,42
<http://dbpedia.org/resource/Bangladesh>,42
<http://dbpedia.org/resource/Pneumonia>,42
<http://dbpedia.org/resource/Sheffield>,42
<http://dbpedia.org/resource/Entertainment>,42
<http://dbpedia.org/resource/Essex>,42
<http://dbpedia.org/resource/Jive_Records>,42
<http://dbpedia.org/resource/Rap_rock>,42
<http://dbpedia.org/resource/American_Civil_War>,42
<http://dbpedia.org/resource/Genoa>,42
<http://dbpedia.org/resource/Underground_hip_hop>,42
<http://dbpedia.org/resource/Chris_Cornell>,42
<http://dbpedia.org/resource/Leonardo_DiCaprio>,41
<http://dbpedia.org/resource/Mark_Knopfler>,41
<http://dbpedia.org/resource/British_Raj>,41
<http://dbpedia.org/resource/New_Wave_of_British_Heavy_Metal>,41
<http://dbpedia.org/resource/Peter_Ustinov>,41
<http://dbpedia.org/resource/New_York_metropolitan_area>,41
<http://dbpedia.org/resource/PolyGram>,41
<http://dbpedia.org/resource/Serbia>,41
<http://dbpedia.org/resource/Robert_De_Niro>,41
<http://dbpedia.org/resource/Mary_Poppins_(film)>,41
<http://dbpedia.org/resource/Robert_Zemeckis>,41
<http://dbpedia.org/resource/Chris_Lebenzon>,41
<http://dbpedia.org/resource/The_Hobbit:_An_Unexpected_Journey>,41
<http://dbpedia.org/resource/Stewart_Copeland>,41
<http://dbpedia.org/resource/Les_Claypool>,41
<http://dbpedia.org/resource/Amazon.com>,41
<http://dbpedia.org/resource/Joseph_Barbera>,41
<http://dbpedia.org/resource/Universal_Republic_Records>,41
<http://dbpedia.org/resource/Juilliard_School>,41
<http://dbpedia.org/resource/Heartland_rock>,41
<http://dbpedia.org/resource/Electro_house>,41
<http://dbpedia.org/resource/Foo_Fighters>,41
<http://dbpedia.org/resource/Brad_Pitt>,41
"<http://dbpedia.org/resource/Portland,_Oregon>",41
<http://dbpedia.org/resource/Common_(rapper)>,41
<http://dbpedia.org/resource/Spaniards>,41
<http://dbpedia.org/resource/Bubblegum_pop>,41
<http://dbpedia.org/resource/Where_the_Wild_Things_Are_(film)>,41
"<http://dbpedia.org/resource/Oakland,_California>",41
"<http://dbpedia.org/resource/Mark_""Spike""_Stent/redirects>",41
<http://dbpedia.org/resource/Dante_Spinotti>,41
<http://dbpedia.org/resource/Steely_Dan>,41
<http://dbpedia.org/resource/Static_Major>,41
<http://dbpedia.org/resource/Blue_Note_Records>,41
<http://dbpedia.org/resource/Ashanti_(singer)>,41
<http://dbpedia.org/resource/Nicole_Kidman>,41
<http://dbpedia.org/resource/Slash_(musician)>,41
<http://dbpedia.org/resource/Israelis>,41
<http://dbpedia.org/resource/Labour_Party_(UK)>,41
<http://dbpedia.org/resource/Lewis_Gilbert>,41
<http://dbpedia.org/resource/Jefferson_Airplane>,41
<http://dbpedia.org/resource/United_States_Army>,41
<http://dbpedia.org/resource/Resident_Evil:_Retribution>,41
<http://dbpedia.org/resource/Vanessa_Redgrave>,41
<http://dbpedia.org/resource/Mike_Nichols>,40
<http://dbpedia.org/resource/BBC_One>,40
<http://dbpedia.org/resource/Serj_Tankian>,40
<http://dbpedia.org/resource/MC_Hammer>,40
<http://dbpedia.org/resource/Wyatt_Earp_(film)>,40
"<http://dbpedia.org/resource/Orange_County,_California>",40
<http://dbpedia.org/resource/Nine_Lives_(2005_film)>,40
<http://dbpedia.org/resource/Megadeth>,40
<http://dbpedia.org/resource/Electric_Light_Orchestra>,40
<http://dbpedia.org/resource/William_S._Burroughs>,40
<http://dbpedia.org/resource/Jack_Kerouac>,40
<http://dbpedia.org/resource/Krautrock>,40
<http://dbpedia.org/resource/Kenneth_Branagh>,40
<http://dbpedia.org/resource/David_Greenwalt>,40
<http://dbpedia.org/resource/Matt_Damon>,40
<http://dbpedia.org/resource/Ringo_Starr>,40
<http://dbpedia.org/resource/Harvard_University>,40
<http://dbpedia.org/resource/Diane_Ladd>,40
<http://dbpedia.org/resource/Viacom>,40
<http://dbpedia.org/resource/Norah_Jones>,40
<http://dbpedia.org/resource/Greater_Manchester>,40
<http://dbpedia.org/resource/Billie_Joe_Armstrong>,40
<http://dbpedia.org/resource/Lebanon>,40
<http://dbpedia.org/resource/Leeds>,40
<http://dbpedia.org/resource/Chrysalis_Records>,40
<http://dbpedia.org/resource/Jeff_Beck>,40
<http://dbpedia.org/resource/David_Denman>,40
<http://dbpedia.org/resource/Ocean's_Thirteen>,40
<http://dbpedia.org/resource/Swansea>,40
<http://dbpedia.org/resource/Grey's_Anatomy>,40
<http://dbpedia.org/resource/David_Letterman>,40
<http://dbpedia.org/resource/Ludwig_Wittgenstein>,40
<http://dbpedia.org/resource/Stephen_Root>,40
<http://dbpedia.org/resource/Gustavo_Cerati>,40
<http://dbpedia.org/resource/Kota_Srinivasa_Rao>,40
<http://dbpedia.org/resource/Branford_Marsalis>,40
<http://dbpedia.org/resource/Croatian_Americans>,40
<http://dbpedia.org/resource/Anthony_Hopkins>,40
<http://dbpedia.org/resource/Gabriel_Byrne>,40
<http://dbpedia.org/resource/David_Newman_(composer)>,40
"<http://dbpedia.org/resource/Buffalo,_New_York>",40
<http://dbpedia.org/resource/S.M._Entertainment>,40
<http://dbpedia.org/resource/Nonesuch_Records>,40
<http://dbpedia.org/resource/Shah_Rukh_Khan>,39
<http://dbpedia.org/resource/John_Paul_Jones_(musician)>,39
<http://dbpedia.org/resource/Stephen_Colbert>,39
<http://dbpedia.org/resource/Denzel_Washington>,39
<http://dbpedia.org/resource/Angela_Kinsey>,39
<http://dbpedia.org/resource/Patrick_Doyle>,39
<http://dbpedia.org/resource/Michael_G._Wilson>,39
<http://dbpedia.org/resource/John_Ottman>,39
<http://dbpedia.org/resource/Graham_Gouldman>,39
<http://dbpedia.org/resource/Chile>,39
<http://dbpedia.org/resource/Jersey>,39
<http://dbpedia.org/resource/Hampshire>,39
<http://dbpedia.org/resource/Moneyball_(film)>,39
<http://dbpedia.org/resource/John_Frusciante>,39
<http://dbpedia.org/resource/Max_Martin>,39
<http://dbpedia.org/resource/Matt_Stone>,39
<http://dbpedia.org/resource/Quentin_Tarantino>,39
<http://dbpedia.org/resource/Black_Rose_(Tyrese_album)>,39
<http://dbpedia.org/resource/Ryuichi_Sakamoto>,39
<http://dbpedia.org/resource/Alternative_country>,39
"<http://dbpedia.org/resource/Glendale,_California>",39
<http://dbpedia.org/resource/Cuba>,39
<http://dbpedia.org/resource/Arthur_Schopenhauer>,39
<http://dbpedia.org/resource/C_Sharp_(programming_language)>,39
<http://dbpedia.org/resource/Taiwan>,39
<http://dbpedia.org/resource/Latin_pop>,39
<http://dbpedia.org/resource/Friedrich_Hayek>,39
<http://dbpedia.org/resource/Hertfordshire>,39
<http://dbpedia.org/resource/Noel_Gallagher>,39
<http://dbpedia.org/resource/Tyrannosaur_(film)>,39
<http://dbpedia.org/resource/Atonement_(film)>,39
<http://dbpedia.org/resource/Tom_Waits>,39
<http://dbpedia.org/resource/Dave_Grusin>,39
<http://dbpedia.org/resource/Joey_Jordison>,39
<http://dbpedia.org/resource/The_X-Files>,39
<http://dbpedia.org/resource/Los_Angeles_City_College>,39
<http://dbpedia.org/resource/Egypt>,39
<http://dbpedia.org/resource/Newcastle_upon_Tyne>,38
<http://dbpedia.org/resource/Carl_Reiner>,38
<http://dbpedia.org/resource/Homeland_(TV_series)>,38
<http://dbpedia.org/resource/Stevie_Ray_Vaughan>,38
<http://dbpedia.org/resource/Post-hardcore>,38
<http://dbpedia.org/resource/Napoleon>,38
<http://dbpedia.org/resource/Religion>,38
<http://dbpedia.org/resource/King_Kong_(2005_film)>,38
<http://dbpedia.org/resource/George_Duke>,38
<http://dbpedia.org/resource/Steve_Jordan_(musician)>,38
<http://dbpedia.org/resource/Peter_Lamont>,38
<http://dbpedia.org/resource/Rachel_Weisz>,38
<http://dbpedia.org/resource/Swedes>,38
<http://dbpedia.org/resource/Grindcore>,38
<http://dbpedia.org/resource/Jemaine_Clement>,38
<http://dbpedia.org/resource/Downton_Abbey>,38
<http://dbpedia.org/resource/German_Empire>,38
<http://dbpedia.org/resource/Sugar_Hill_Records>,38
<http://dbpedia.org/resource/George_Clooney>,38
<http://dbpedia.org/resource/Ja_Rule>,38
"<http://dbpedia.org/resource/Blood,_Sweat_&_Tears>",38
<http://dbpedia.org/resource/Caleb_Deschanel>,38
<http://dbpedia.org/resource/Bruce_Cohen>,38
<http://dbpedia.org/resource/Roy_Orbison>,38
<http://dbpedia.org/resource/Law_&_Order>,38
<http://dbpedia.org/resource/Chris_Weitz>,38
<http://dbpedia.org/resource/Northwestern_University>,38
<http://dbpedia.org/resource/Viju_Khote>,38
<http://dbpedia.org/resource/Dubstep>,38
<http://dbpedia.org/resource/Klaus_Voormann>,38
<http://dbpedia.org/resource/Mad_Men>,38
<http://dbpedia.org/resource/Dexter_(TV_series)>,38
<http://dbpedia.org/resource/The-Dream>,38
<http://dbpedia.org/resource/Jefferson_Starship>,38
<http://dbpedia.org/resource/Damages_(TV_series)>,38
<http://dbpedia.org/resource/Steve_Howe_(musician)>,38
<http://dbpedia.org/resource/Bates_College>,38
<http://dbpedia.org/resource/G.o.a.t._of_r&b>,38
<http://dbpedia.org/resource/Finland>,38
<http://dbpedia.org/resource/Sonny_Rollins>,38
<http://dbpedia.org/resource/Glam_metal>,38
<http://dbpedia.org/resource/Ennio_Morricone>,38
<http://dbpedia.org/resource/Irish_people>,38
<http://dbpedia.org/resource/Lung_cancer>,38
<http://dbpedia.org/resource/Graham_King>,38
<http://dbpedia.org/resource/Greg_Daniels>,38
<http://dbpedia.org/resource/Ralph_Fiennes>,38
<http://dbpedia.org/resource/Tower_of_London>,38
<http://dbpedia.org/resource/Saudi_Arabia>,38
"<http://dbpedia.org/resource/Damian_""Jr._Gong""_Marley>",38
<http://dbpedia.org/resource/Michael_McDonald_(singer)>,38
<http://dbpedia.org/resource/Bebop>,38
<http://dbpedia.org/resource/English_Americans>,38
<http://dbpedia.org/resource/Jeff_Garcia>,38
<http://dbpedia.org/resource/Roadrunner_Records>,38
<http://dbpedia.org/resource/Christopher_Guest>,38
<http://dbpedia.org/resource/Southampton>,38
<http://dbpedia.org/resource/Death_metal>,38
<http://dbpedia.org/resource/Simon_Fuller>,38
<http://dbpedia.org/resource/Ry_Cooder>,38
<http://dbpedia.org/resource/Tejano_music>,38
<http://dbpedia.org/resource/Liverpool>,38
<http://dbpedia.org/resource/Delaware>,38
<http://dbpedia.org/resource/Stewie_Griffin:_The_Untold_Story>,38
<http://dbpedia.org/resource/Bono>,38
<http://dbpedia.org/resource/Summit_Entertainment>,38
<http://dbpedia.org/resource/Bon_Jovi>,38
<http://dbpedia.org/resource/Sting_(musician)>,38
<http://dbpedia.org/resource/30_Rock>,38
"<http://dbpedia.org/resource/Lukasz_""Dr._Luke""_Gottwald>",38
<http://dbpedia.org/resource/Andhra_Pradesh>,38
<http://dbpedia.org/resource/Electric_blues>,38
<http://dbpedia.org/resource/Paul_Simon>,37
<http://dbpedia.org/resource/Iraq>,37
<http://dbpedia.org/resource/College_rock>,37
"<http://dbpedia.org/resource/Tulsa,_Oklahoma>",37
<http://dbpedia.org/resource/Geoffrey_Unsworth>,37
<http://dbpedia.org/resource/Dean_Semler>,37
<http://dbpedia.org/resource/BBC_News>,37
<http://dbpedia.org/resource/Green_Day>,37
<http://dbpedia.org/resource/Sub_Pop>,37
<http://dbpedia.org/resource/Big_beat>,37
<http://dbpedia.org/resource/Neil_Gaiman>,37
<http://dbpedia.org/resource/Psychedelic_soul>,37
